Origin Node,Origin Name,Destination Node,Destination Name,Critical Volume,Max PoA,Road Name,Closed Edge From,Closed Edge To,Baseline TSTT (hrs),New TSTT (hrs),Time Saved (mins)
Proper - 7,Gen Luna St - Bonifacio Dr,Proper - 18,Muelle Loney St - Blumentritt Left,8000.0,1.2808,Blumentritt 2 (Rev),Proper - 19,Proper - 17,1382.44,1377.95,269.64
Proper - 7,Gen Luna St - Bonifacio Dr,Proper - 19,Muelle Loney St - Blumentritt Right,7000.0,1.1291,Gen Luna St 3,Proper - 8,Proper - 9,1034.25,1023.13,666.89
Proper - 7,Gen Luna St - Bonifacio Dr,Proper - 19,Muelle Loney St - Blumentritt Right,7000.0,1.1291,Arroyo St (Rev),Proper - 11,Proper - 12,1034.25,1029.34,294.55
Proper - 7,Gen Luna St - Bonifacio Dr,Proper - 19,Muelle Loney St - Blumentritt Right,7000.0,1.1291,Blumentritt 1,Proper - 17,Proper - 18,1034.25,1031.96,137.57
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.2503,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,524.18,494.54,1778.49
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,4000.0,1.1634,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,687.3,674.24,783.35
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,4000.0,1.1634,Infante St 1 (Rev),Proper - 2,Proper - 1,687.3,685.26,122.5
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 4,R Mapa St - Mandurriao - Jaro Rd,3500.0,1.146,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,521.65,520.59,63.59
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.1927,Rotunda,Molo - 7,Molo - 8,375.7,360.41,917.24
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.1927,Gen Luna - Molo Connect,Proper - 1,Molo - 7,375.7,360.41,917.24
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 7,Tabucan Mandurriao,4500.0,1.0199,Rotunda,Molo - 7,Molo - 8,1752.52,1729.1,1404.97
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 7,Tabucan Mandurriao,4500.0,1.0199,San Marcos St,Molo - 8,Molo - 3,1752.52,1740.99,691.62
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 7,Tabucan Mandurriao,4500.0,1.0199,Gen Luna - Molo Connect,Proper - 1,Molo - 7,1752.52,1729.1,1404.97
Proper - 7,Gen Luna St - Bonifacio Dr,mandurriao - 7,Tabucan Mandurriao,4500.0,1.0199,Infante St 1 (Rev),Proper - 2,Proper - 1,1752.52,1751.14,83.11
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 1,E Lopez St - Luna St,4500.0,1.3285,Huervana St - Rizal St,lapaz - 1,lapaz - 2,458.57,457.83,43.88
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 2,Commission Civil St - Burgos St,2000.0,1.1783,Huervana St - Rizal St,lapaz - 1,lapaz - 2,190.88,187.59,197.24
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 4,Plaza Rizal St - E Lopez St,6500.0,1.1455,Huervana St - Rizal St,lapaz - 1,lapaz - 2,747.95,747.28,40.71
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,2500.0,1.2481,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,418.74,416.06,160.79
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2941,E Lopez St,jaro - 1,jaro - 4,549.34,537.07,736.13
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2941,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,549.34,548.41,55.7
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.2941,Luna St,lapaz - 3,jaro - 1,549.34,537.07,736.13
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,592.05,591.75,18.07
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Gen Luna St 1 (Rev),Proper - 7,Proper - 1,592.05,591.75,18.07
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,El 98 St (Rev),mandurriao - 1,jaro - 7,592.05,591.75,18.07
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,El 98 St - Plaza Rizal St - E Lopez St,jaro - 7,jaro - 4,592.05,591.75,18.07
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Huervana St - Rizal St,lapaz - 1,lapaz - 2,592.05,561.47,1834.75
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Huervana St - Burgos St,lapaz - 2,lapaz - 4,592.05,571.93,1207.34
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Huervana St - Jereos St,lapaz - 4,lapaz - 5,592.05,571.93,1207.34
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Lopez Jaena St,lapaz - 5,lapaz - 8,592.05,571.93,1207.34
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1732,Baldoza St,lapaz - 8,lapaz - 9,592.05,571.93,1207.34
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1819,Huervana St - Rizal St,lapaz - 1,lapaz - 2,592.02,561.66,1821.53
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1819,Huervana St - Burgos St,lapaz - 2,lapaz - 4,592.02,572.22,1187.61
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1819,Huervana St - Jereos St,lapaz - 4,lapaz - 5,592.02,572.22,1187.61
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1819,Lopez Jaena St,lapaz - 5,lapaz - 8,592.02,572.22,1187.61
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1819,Baldoza St,lapaz - 8,lapaz - 9,592.02,572.22,1187.61
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 12,Buhang Flyover,3000.0,1.0901,Huervana St - Rizal St,lapaz - 1,lapaz - 2,502.35,480.68,1300.44
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 12,Buhang Flyover,3000.0,1.0901,Huervana St - Burgos St,lapaz - 2,lapaz - 4,502.35,494.0,501.19
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 12,Buhang Flyover,3000.0,1.0901,Huervana St - Jereos St,lapaz - 4,lapaz - 5,502.35,494.0,501.19
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 12,Buhang Flyover,3000.0,1.0901,Lopez Jaena St,lapaz - 5,lapaz - 8,502.35,494.0,501.19
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 12,Buhang Flyover,3000.0,1.0901,Baldoza St,lapaz - 8,lapaz - 9,502.35,494.0,501.19
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,3000.0,1.0361,Huervana St - Rizal St,lapaz - 1,lapaz - 2,492.04,477.83,852.59
Proper - 7,Gen Luna St - Bonifacio Dr,jaro - 19,Monfort Blvd,4500.0,1.181,Huervana St - Rizal St,lapaz - 1,lapaz - 2,821.5,804.05,1046.94
Proper - 7,Gen Luna St - Bonifacio Dr,lapaz - 7,Huervana Ext - Burgos St,7000.0,1.2186,Rizal St - Huervana St (Rev),lapuz - 2,lapaz - 2,958.82,957.48,80.47
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 1,Gen Luna St - Infante St,9500.0,1.2674,Ruperto Montinola St 2,Proper - 10,Proper - 11,1157.54,1152.82,282.79
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 4,Baluarte - Calumpang - Villa - Oton Blvd - Infante St,6000.0,1.2109,Infante St 1,Proper - 1,Proper - 2,675.47,642.41,1983.7
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 4,Baluarte - Calumpang - Villa - Oton Blvd - Infante St,6000.0,1.2109,Ruperto Montinola St 2,Proper - 10,Proper - 11,675.47,666.59,532.82
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 5,Baluarte - Calumpang - Villa - Oton Blvd - Rizal St,3000.0,1.1292,Ruperto Montinola St 2,Proper - 10,Proper - 11,194.64,193.87,45.85
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 17,Dela Rama St - Blumentritt,9000.0,1.1185,Arroyo St (Rev),Proper - 11,Proper - 12,1798.04,1797.75,17.02
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 17,Dela Rama St - Blumentritt,9000.0,1.1185,Muelle Loney St 3,Proper - 18,Proper - 19,1798.04,1779.19,1130.61
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 18,Muelle Loney St - Blumentritt Left,9500.0,1.1771,Arroyo St (Rev),Proper - 11,Proper - 12,1771.65,1750.68,1258.08
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 19,Muelle Loney St - Blumentritt Right,5000.0,1.1196,Blumentritt 1,Proper - 17,Proper - 18,424.41,396.7,1662.55
Proper - 8,Gen Luna St - Ruperto Montinola St,Proper - 19,Muelle Loney St - Blumentritt Right,5000.0,1.1196,Blumentritt 1 (Rev),Proper - 18,Proper - 17,424.41,417.68,403.57
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.219,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,516.1,510.84,315.44
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2097,Rotunda,Molo - 7,Molo - 8,383.12,358.2,1494.97
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2097,San Marcos St,Molo - 8,Molo - 3,383.12,374.0,547.51
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2097,Gen Luna - Molo Connect,Proper - 1,Molo - 7,383.12,358.2,1494.97
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0412,Rotunda,Molo - 7,Molo - 8,1200.0,1164.56,2125.83
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0412,San Marcos St,Molo - 8,Molo - 3,1200.0,1188.48,690.89
Proper - 8,Gen Luna St - Ruperto Montinola St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0412,Gen Luna - Molo Connect,Proper - 1,Molo - 7,1200.0,1164.56,2125.83
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 2,Commission Civil St - Burgos St,2500.0,1.1162,Huervana St - Rizal St,lapaz - 1,lapaz - 2,253.04,242.51,631.77
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 4,Plaza Rizal St - E Lopez St,2500.0,1.0904,Bonifacio Drive,Proper - 7,lapaz - 10,205.76,204.58,70.35
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 4,Plaza Rizal St - E Lopez St,2500.0,1.0904,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,205.76,204.58,70.35
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 5,Plaza Rizal St - Commission Civil St,2500.0,1.0869,Bonifacio Drive,Proper - 7,lapaz - 10,213.37,212.2,70.35
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 5,Plaza Rizal St - Commission Civil St,2500.0,1.0869,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,213.37,212.2,70.35
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4500.0,1.0722,Bonifacio Drive,Proper - 7,lapaz - 10,459.25,458.71,32.27
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4500.0,1.0722,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,459.25,457.32,116.03
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 6,Plaza Rizal St - Iloilo-Capiz Rd/Lopez Jaena St,4500.0,1.0722,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,459.25,458.71,32.27
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,2500.0,1.2427,Bonifacio Drive,Proper - 7,lapaz - 10,426.16,420.73,325.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,2500.0,1.2427,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,426.16,423.48,160.79
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,2500.0,1.2427,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,426.16,420.73,325.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.3091,E Lopez St,jaro - 1,jaro - 4,558.36,547.89,628.2
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.3091,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,558.36,557.61,45.19
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 9,Iloilo-Capiz Rd - Balabago Rd,3000.0,1.3091,Luna St,lapaz - 3,jaro - 1,558.36,547.89,628.2
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,593.8,593.71,5.67
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Huervana St - Rizal St,lapaz - 1,lapaz - 2,593.8,568.33,1528.49
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Huervana St - Burgos St,lapaz - 2,lapaz - 4,593.8,577.61,971.39
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Huervana St - Jereos St,lapaz - 4,lapaz - 5,593.8,577.61,971.39
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Lopez Jaena St,lapaz - 5,lapaz - 8,593.8,577.61,971.39
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Baldoza St,lapaz - 8,lapaz - 9,593.8,577.61,971.39
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Rizal St - Ferry Terminal Access Rd,lapuz - 2,lapuz - 4,593.8,593.57,13.85
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Rizal St - Iloilo Airport Direct Rd,lapuz - 4,lapuz - 6,593.8,593.57,13.85
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Lapuz Mansaya Loboc Rd,lapuz - 6,lapuz - 7,593.8,593.57,13.85
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,3500.0,1.1685,Coastal Rd (Rev),lapuz - 7,lapaz - 9,593.8,593.57,13.85
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Huervana St - Rizal St,lapaz - 1,lapaz - 2,595.6,567.99,1656.99
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Huervana St - Burgos St,lapaz - 2,lapaz - 4,595.6,578.16,1046.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Huervana St - Jereos St,lapaz - 4,lapaz - 5,595.6,578.16,1046.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Lopez Jaena St,lapaz - 5,lapaz - 8,595.6,578.16,1046.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Baldoza St,lapaz - 8,lapaz - 9,595.6,578.16,1046.47
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Rizal St - Ferry Terminal Access Rd,lapuz - 2,lapuz - 4,595.6,595.16,26.5
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Rizal St - Iloilo Airport Direct Rd,lapuz - 4,lapuz - 6,595.6,595.16,26.5
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Lapuz Mansaya Loboc Rd,lapuz - 6,lapuz - 7,595.6,595.16,26.5
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 11,Iloilo Circumferential Rd 1 - Monfort Blvd,3500.0,1.1801,Coastal Rd (Rev),lapuz - 7,lapaz - 9,595.6,595.16,26.5
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 12,Buhang Flyover,3000.0,1.0857,Huervana St - Rizal St,lapaz - 1,lapaz - 2,503.19,485.86,1039.54
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 12,Buhang Flyover,3000.0,1.0857,Huervana St - Burgos St,lapaz - 2,lapaz - 4,503.19,495.3,473.3
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 12,Buhang Flyover,3000.0,1.0857,Huervana St - Jereos St,lapaz - 4,lapaz - 5,503.19,495.3,473.3
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 12,Buhang Flyover,3000.0,1.0857,Lopez Jaena St,lapaz - 5,lapaz - 8,503.19,495.3,473.3
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 12,Buhang Flyover,3000.0,1.0857,Baldoza St,lapaz - 8,lapaz - 9,503.19,495.3,473.3
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 13,Buhang Flyover,2500.0,1.0114,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,417.58,414.74,170.42
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 13,Buhang Flyover,2500.0,1.0114,Huervana St - Rizal St,lapaz - 1,lapaz - 2,417.58,407.85,583.95
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,2500.0,1.0457,Huervana St - Rizal St,lapaz - 1,lapaz - 2,401.39,391.25,608.03
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,2500.0,1.0102,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,466.69,463.85,170.42
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,2500.0,1.0102,Huervana St - Rizal St,lapaz - 1,lapaz - 2,466.69,456.96,583.95
Proper - 8,Gen Luna St - Ruperto Montinola St,jaro - 19,Monfort Blvd,4500.0,1.1605,Huervana St - Rizal St,lapaz - 1,lapaz - 2,814.55,810.35,251.67
Proper - 8,Gen Luna St - Ruperto Montinola St,lapaz - 7,Huervana Ext - Burgos St,6500.0,1.2586,E Lopez St,jaro - 1,jaro - 4,881.04,869.73,678.21
Proper - 8,Gen Luna St - Ruperto Montinola St,lapaz - 7,Huervana Ext - Burgos St,6500.0,1.2586,Rizal St - Luna St,lapaz - 2,lapaz - 3,881.04,870.71,619.82
Proper - 8,Gen Luna St - Ruperto Montinola St,lapaz - 7,Huervana Ext - Burgos St,6500.0,1.2586,Luna St,lapaz - 3,jaro - 1,881.04,869.73,678.21
Proper - 8,Gen Luna St - Ruperto Montinola St,lapaz - 9,Baldoza St - Monfort Blvd,9000.0,1.3203,Huervana St - Rizal St,lapaz - 1,lapaz - 2,2028.62,2017.01,696.4
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 1,Gen Luna St - Infante St,9500.0,1.2756,Bonifacio Drive,Proper - 7,lapaz - 10,1170.08,1165.64,266.69
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 1,Gen Luna St - Infante St,9500.0,1.2756,Ledesma St (Rev),Proper - 11,Proper - 6,1170.08,1163.25,409.85
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 1,Gen Luna St - Infante St,9500.0,1.2756,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,1170.08,1165.64,266.69
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 1,Gen Luna St - Infante St,9500.0,1.2756,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,1170.08,1165.64,266.69
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 4,Baluarte - Calumpang - Villa - Oton Blvd - Infante St,6000.0,1.2038,Infante St 1,Proper - 1,Proper - 2,677.31,657.43,1192.89
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 4,Baluarte - Calumpang - Villa - Oton Blvd - Infante St,6000.0,1.2038,Ruperto Montinola St 2,Proper - 10,Proper - 11,677.31,673.21,245.93
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 5,Baluarte - Calumpang - Villa - Oton Blvd - Rizal St,3000.0,1.1171,Ruperto Montinola St 2,Proper - 10,Proper - 11,198.84,198.38,27.1
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 17,Dela Rama St - Blumentritt,9000.0,1.117,Muelle Loney St 3,Proper - 18,Proper - 19,1799.58,1783.95,937.78
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 18,Muelle Loney St - Blumentritt Left,9500.0,1.1766,Arroyo St (Rev),Proper - 11,Proper - 12,1772.54,1753.84,1122.31
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 18,Muelle Loney St - Blumentritt Left,9500.0,1.1766,Blumentritt 2 (Rev),Proper - 19,Proper - 17,1772.54,1772.32,13.69
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 19,Muelle Loney St - Blumentritt Right,5000.0,1.1305,Arroyo St (Rev),Proper - 11,Proper - 12,428.34,427.62,43.12
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 19,Muelle Loney St - Blumentritt Right,5000.0,1.1305,Blumentritt 1,Proper - 17,Proper - 18,428.34,401.58,1605.7
Proper - 9,Gen Luna St - Muelle Loney St,Proper - 19,Muelle Loney St - Blumentritt Right,5000.0,1.1305,Blumentritt 1 (Rev),Proper - 18,Proper - 17,428.34,427.57,46.25
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,3500.0,1.2156,Old Iloilo - Capiz Rd (Rev),Proper - 1,mandurriao - 1,522.67,516.87,347.72
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2066,Rotunda,Molo - 7,Molo - 8,387.81,362.89,1494.97
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2066,San Marcos St,Molo - 8,Molo - 3,387.81,378.68,547.51
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 6,R Mapa St - Donato Pison Ave,2500.0,1.2066,Gen Luna - Molo Connect,Proper - 1,Molo - 7,387.81,362.89,1494.97
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0409,Rotunda,Molo - 7,Molo - 8,1207.5,1172.07,2125.83
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0409,San Marcos St,Molo - 8,Molo - 3,1207.5,1195.99,690.89
Proper - 9,Gen Luna St - Muelle Loney St,mandurriao - 7,Tabucan Mandurriao,4000.0,1.0409,Gen Luna - Molo Connect,Proper - 1,Molo - 7,1207.5,1172.07,2125.83
Proper - 9,Gen Luna St - Muelle Loney St,jaro - 2,Commission Civil St - Burgos St,2000.0,1.1675,Huervana St - Rizal St,lapaz - 1,lapaz - 2,199.87,196.01,231.7
