Origin Node,Origin Name,Destination Node,Destination Name,Critical Volume,Max PoA,Road Name,Closed Edge From,Closed Edge To,Baseline TSTT (hrs),New TSTT (hrs),Time Saved (mins)
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,Proper - 22,Fort San Pedro Dr - General Hughes St,2000.0,1.0192,Burgos St - Huervana St,lapaz - 7,lapaz - 4,429.84,429.62,12.95
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,Proper - 22,Fort San Pedro Dr - General Hughes St,2000.0,1.0192,Lopez Jaena St (Rev),lapaz - 8,lapaz - 5,429.84,429.62,12.95
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,Proper - 22,Fort San Pedro Dr - General Hughes St,2000.0,1.0192,Baldoza St (Rev),lapaz - 9,lapaz - 8,429.84,429.62,12.95
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4500.0,1.1998,Balabago Rd (Rev),jaro - 10,jaro - 9,934.9,934.05,51.34
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,mandurriao - 6,R Mapa St - Donato Pison Ave,3500.0,1.0763,Old Iloilo - Capiz Rd,mandurriao - 1,Proper - 1,903.15,848.99,3249.48
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,3500.0,1.0601,Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 17,737.96,737.68,16.52
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,jaro - 19,Monfort Blvd,4500.0,1.3126,Buhang Flyover (Rev),jaro - 13,jaro - 12,926.91,922.82,245.38
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,jaro - 19,Monfort Blvd,4500.0,1.3126,Buhang Flyover - Iloilo-Capiz Rd (Rev),jaro - 14,jaro - 13,926.91,922.82,245.38
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,jaro - 24,Old Iloilo-Capiz Rd - Pavia,3500.0,1.0577,Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 17,767.11,766.83,16.52
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Huervana St - Burgos St (Rev),lapaz - 4,lapaz - 2,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Jereos St - Huervana Ext,lapaz - 5,lapaz - 6,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Huervana Ext,lapaz - 6,lapaz - 7,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Burgos St - Huervana St,lapaz - 7,lapaz - 4,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Lopez Jaena St (Rev),lapaz - 8,lapaz - 5,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2000.0,1.0654,Baldoza St (Rev),lapaz - 9,lapaz - 8,334.0,332.0,119.99
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Burgos St (Rev),jaro - 2,lapaz - 7,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,E Lopez St - Plaza Rizal St - Commission Civil St,jaro - 4,jaro - 5,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Commission Civil St (Rev),jaro - 5,jaro - 2,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Huervana St - Jereos St,lapaz - 4,lapaz - 5,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Lopez Jaena St,lapaz - 5,lapaz - 8,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Burgos St - Huervana St,lapaz - 7,lapaz - 4,897.36,896.0,81.89
jaro - 14,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.3117,Baldoza St,lapaz - 8,lapaz - 9,897.36,896.0,81.89
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 3,Locsin St - San Marcos St.,3500.0,1.0911,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,911.47,907.14,260.06
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,3000.0,1.1389,Infante St 1,Proper - 1,Proper - 2,787.96,768.72,1154.39
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,3000.0,1.1389,Infante St 2,Proper - 2,Proper - 3,787.96,768.49,1168.12
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,3000.0,1.1389,Balabago Rd (Rev),jaro - 10,jaro - 9,787.96,787.77,11.22
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 7,San Marcos St. - MH del Pilar St. 1 (Rotunda),3500.0,1.1054,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,843.8,839.47,260.06
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 8,San Marcos St. - MH del Pilar St. 1 (Rotunda),3500.0,1.105,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,846.55,842.21,260.06
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 9,M.H Del Pilar St. 2,4000.0,1.1008,Balabago Rd (Rev),jaro - 10,jaro - 9,1154.4,1153.22,71.11
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 9,M.H Del Pilar St. 2,4000.0,1.1008,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1154.4,1143.66,644.39
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 10,M.H Del Pilar St. 2,4000.0,1.1006,Balabago Rd (Rev),jaro - 10,jaro - 9,1156.61,1155.42,71.11
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Molo - 10,M.H Del Pilar St. 2,4000.0,1.1006,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1156.61,1145.87,644.39
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Proper - 3,Rizal St - Infante St,3000.0,1.138,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,697.34,694.68,160.12
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Proper - 4,Baluarte - Calumpang - Villa - Oton Blvd - Infante St,3500.0,1.104,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,887.16,883.01,248.85
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,Proper - 6,Ledesma St - Rizal St,3000.0,1.0702,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,674.66,674.49,10.23
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,mandurriao - 1,Mandurriao - Jaro Rd - Old Iloilo - Capiz Rd,4000.0,1.1191,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,989.45,985.08,262.1
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,mandurriao - 2,Mandurriao - Jaro Rd - Mandurriao - Sn Miguel Rd,4000.0,1.1573,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1279.76,1275.39,262.1
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,mandurriao - 3,Mandurriao - Sn Miguel Rd - R Mapa St,4000.0,1.1471,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1356.3,1351.93,262.1
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,mandurriao - 4,R Mapa St - Mandurriao - Jaro Rd,4000.0,1.1525,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1318.83,1311.94,413.04
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 4,Plaza Rizal St - E Lopez St,4500.0,1.078,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,1103.94,1100.39,213.16
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 5,Plaza Rizal St - Commission Civil St,3500.0,1.0442,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,643.49,641.92,94.62
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 8,Iloilo-Capiz Rd - Lopez Jaena St,4000.0,1.0433,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,753.6,749.24,261.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 10,Balabago Rd - Iloilo Circumferential Rd 1,5000.0,1.0381,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,1207.54,1187.68,1191.36
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,2500.0,1.0407,Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 17,539.78,539.57,12.99
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,jaro - 24,Old Iloilo-Capiz Rd - Pavia,2500.0,1.0388,Old Lopez Jaena St - Old Iloilo-Capiz Rd,jaro - 18,jaro - 17,559.54,559.51,1.4
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapaz - 2,Rizal St - Luna St,2500.0,1.0134,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,427.55,423.77,226.86
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapaz - 5,Huervana St - Jereos St,3000.0,1.0719,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,550.17,545.39,287.02
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapaz - 6,Jereos St - Huervana Ext,3000.0,1.0698,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,565.66,560.87,287.02
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapaz - 8,Lopez Jaena St - Baldoza St,3500.0,1.0879,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,718.76,713.47,317.26
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapaz - 9,Baldoza St - Monfort Blvd,4000.0,1.0975,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,944.24,941.92,139.05
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,483.48,480.27,192.38
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Huervana St - Burgos St (Rev),lapaz - 4,lapaz - 2,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Jereos St - Huervana Ext,lapaz - 5,lapaz - 6,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Huervana Ext,lapaz - 6,lapaz - 7,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Burgos St - Huervana St,lapaz - 7,lapaz - 4,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Lopez Jaena St (Rev),lapaz - 8,lapaz - 5,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 2,Rizal St - Quirino-Lopez Bridge,2500.0,1.0116,Baldoza St (Rev),lapaz - 9,lapaz - 8,483.48,482.03,86.63
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,3000.0,1.0601,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,640.24,640.17,4.23
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 4,Rizal St - New Iloilo Ferry Terminal Access Rd,3000.0,1.0601,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,640.24,630.99,554.77
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 5,New Iloilo Ferry Terminal Access Rd,3000.0,1.0555,Iloilo-Capiz Rd - Buhang Flyover (Rev),jaro - 12,jaro - 14,689.85,689.78,4.23
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 5,New Iloilo Ferry Terminal Access Rd,3000.0,1.0555,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,689.85,680.6,554.77
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.1102,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,838.7,823.96,884.47
jaro - 15,Iloilo Circumferential Rd 1 - Iloilo Radial By-Pass Rd 4,lapuz - 7,Lapuz-Mansaya-Roboc Rd - Coastal Rd,4000.0,1.1911,Iloilo-Capiz Rd - Buhang Flyover,jaro - 14,jaro - 12,1125.21,1095.25,1798.07
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Molo - 4,Locsin St. - M.H Del Pilar St. 2,7000.0,1.0683,El 98 St,jaro - 7,mandurriao - 1,1618.55,1590.07,1708.67
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Molo - 5,Locsin St. - Timawa St.,7000.0,1.0789,El 98 St,jaro - 7,mandurriao - 1,1677.27,1662.35,894.92
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,7000.0,1.0788,M.H Del Pilar,Molo - 8,Molo - 9,1755.65,1754.89,45.45
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,7000.0,1.0788,M.H Del Pilar (Rev),Molo - 9,Molo - 4,1755.65,1754.89,45.45
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Molo - 6,Locsin St. - Baluarte - Calumpag - Villa - Oton Blvd,7000.0,1.0788,El 98 St,jaro - 7,mandurriao - 1,1755.65,1730.35,1517.77
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 11,Ledesma St - Ruperto Montinola St,4000.0,1.0131,Gen Luna St 1,Proper - 1,Proper - 7,654.96,647.86,425.93
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 11,Ledesma St - Ruperto Montinola St,4000.0,1.0131,Delgado St,Proper - 2,Proper - 10,654.96,653.97,59.82
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 17,Dela Rama St - Blumentritt,4500.0,1.0513,Gen Luna St 1,Proper - 1,Proper - 7,976.93,973.68,195.01
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0318,Gen Luna St 1,Proper - 1,Proper - 7,1268.57,1261.0,454.35
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0318,Delgado St,Proper - 2,Proper - 10,1268.57,1267.48,65.4
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0318,Arroyo St,Proper - 12,Proper - 11,1268.57,1259.05,571.43
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.0487,Ruperto Montinola St 1,Proper - 8,Proper - 10,848.43,847.96,27.79
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.0487,Blumentritt 1 (Rev),Proper - 18,Proper - 17,848.43,847.08,81.05
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 3,Luna St - Luna St,5000.0,1.039,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,748.45,741.22,433.78
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Bonifacio Drive,Proper - 7,lapaz - 10,1122.16,1088.37,2027.52
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Luna St (Rev),jaro - 1,lapaz - 3,1122.16,1110.85,678.61
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Burgos St (Rev),jaro - 2,lapaz - 7,1122.16,1117.17,299.32
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,E Lopez St (Rev),jaro - 4,jaro - 1,1122.16,1110.85,678.61
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,E Lopez St - Plaza Rizal St - Commission Civil St,jaro - 4,jaro - 5,1122.16,1117.17,299.32
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Commission Civil St (Rev),jaro - 5,jaro - 2,1122.16,1117.17,299.32
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Iloilo-Capiz Rd - Plaza Rizal St - El 98 St,jaro - 6,jaro - 7,1122.16,1085.31,2211.16
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Huervana St - Rizal St,lapaz - 1,lapaz - 2,1122.16,1117.13,302.15
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Luna St - Huervana St,lapaz - 3,lapaz - 1,1122.16,1110.85,678.61
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Burgos St - Huervana St,lapaz - 7,lapaz - 4,1122.16,1117.17,299.32
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.0985,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,1122.16,1088.37,2027.52
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Bonifacio Drive,Proper - 7,lapaz - 10,700.43,700.27,9.4
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Plaza Rizal St - Balabago Rd,jaro - 6,jaro - 9,700.43,695.7,283.66
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Iloilo-Capiz Rd - Plaza Rizal St - El 98 St,jaro - 6,jaro - 7,700.43,699.3,67.65
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Balabago Rd,jaro - 9,jaro - 10,700.43,695.7,283.66
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Iloilo-Capiz Rd - Iloilo Circumferential Rd 1 - Monfort Blvd,jaro - 10,jaro - 11,700.43,695.7,283.66
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Lapaz - Monfort Blvd (Rev),jaro - 11,jaro - 19,700.43,695.7,283.66
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Monfort Blvd (Rev),jaro - 19,lapaz - 9,700.43,695.7,283.66
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapaz - 9,Baldoza St - Monfort Blvd,3500.0,1.0526,Luna St - Esplanade 5 (Rev),lapaz - 10,lapaz - 1,700.43,700.27,9.4
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.0943,Infante St 1,Proper - 1,Proper - 2,733.71,731.98,103.9
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.0943,Gen Luna St 1,Proper - 1,Proper - 7,733.71,733.52,11.51
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.0943,Delgado St,Proper - 2,Proper - 10,733.71,731.98,103.9
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.0943,Gen Luna St 2,Proper - 7,Proper - 8,733.71,733.52,11.51
jaro - 16,Old Lopez Jaena St - Old Iloilo-Capiz Rd,lapuz - 6,Rizal St - Lapuz-Mansaya-Roboc Rd,3500.0,1.0943,Ruperto Montinola St 1 (Rev),Proper - 10,Proper - 8,733.71,731.98,103.9
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Molo - 4,Locsin St. - M.H Del Pilar St. 2,7000.0,1.0705,El 98 St,jaro - 7,mandurriao - 1,1570.51,1542.03,1708.67
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Molo - 5,Locsin St. - Timawa St.,7000.0,1.0814,El 98 St,jaro - 7,mandurriao - 1,1629.23,1614.21,901.13
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 11,Ledesma St - Ruperto Montinola St,4000.0,1.0134,Gen Luna St 1,Proper - 1,Proper - 7,639.53,632.43,425.93
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 11,Ledesma St - Ruperto Montinola St,4000.0,1.0134,Delgado St,Proper - 2,Proper - 10,639.53,638.53,59.82
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 17,Dela Rama St - Blumentritt,4500.0,1.0523,Gen Luna St 1,Proper - 1,Proper - 7,958.59,955.34,195.01
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0325,Gen Luna St 1,Proper - 1,Proper - 7,1242.27,1234.7,454.35
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0325,Delgado St,Proper - 2,Proper - 10,1242.27,1241.18,65.4
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 18,Muelle Loney St - Blumentritt Left,5500.0,1.0325,Arroyo St,Proper - 12,Proper - 11,1242.27,1232.75,571.43
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.0497,Ruperto Montinola St 1,Proper - 8,Proper - 10,832.99,832.53,27.79
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,Proper - 19,Muelle Loney St - Blumentritt Right,4000.0,1.0497,Blumentritt 1 (Rev),Proper - 18,Proper - 17,832.99,831.64,81.05
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,lapaz - 3,Luna St - Luna St,5000.0,1.0399,Luna St - Huervana St (Rev),lapaz - 1,lapaz - 3,726.37,719.34,421.36
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,lapaz - 5,Huervana St - Jereos St,7500.0,1.0333,Iloilo-Capiz Rd - Plaza Rizal St - El 98 St,jaro - 6,jaro - 7,1905.01,1767.31,8261.59
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.1007,Bonifacio Drive,Proper - 7,lapaz - 10,1100.28,1066.49,2027.52
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.1007,Luna St (Rev),jaro - 1,lapaz - 3,1100.28,1088.97,678.61
jaro - 17,Iloilo-Capiz Rd - Old Iloilo-Capiz Rd,lapaz - 8,Lopez Jaena St - Baldoza St,5000.0,1.1007,Burgos St (Rev),jaro - 2,lapaz - 7,1100.28,1095.3,299.32
